timestamp,pair,open,high,low,close,volume,lower_band,middle_band,upper_band,bb_touch_strength,bb_position,bb_width_pct,rsi_value,rsi_divergence,volume_ratio,candle_rejection,candle_body_pct,atr_pct,trend_strength,prev_candle_body_pct,prev_volume_ratio,gap_from_prev_close,price_momentum,prev_was_selloff,previous_touches,time_since_last_touch,support_distance_pct,session,label,ret,dist_bb_upper,bb_upper_touch,bb_mid_rejection,rsi_slope,rsi_overbought,body_size,upper_wick,lower_wick,wick_ratio,close_pos_in_candle,upper_rejection,lower_high,atr_norm,ema_50,ema_50_slope,price_below_ema50,candle_vs_bb,body_vs_bb,close_lag1,close_lag2,close_lag3,open_lag1,open_lag2,open_lag3,high_lag1,high_lag2,high_lag3,low_lag1,low_lag2,low_lag3,volume_lag1,volume_lag2,volume_lag3,ret_lag1,ret_lag2,ret_lag3,bb_position_lag1,bb_position_lag2,bb_position_lag3,bb_width_pct_lag1,bb_width_pct_lag2,bb_width_pct_lag3,dist_bb_upper_lag1,dist_bb_upper_lag2,dist_bb_upper_lag3,bb_upper_touch_lag1,bb_upper_touch_lag2,bb_upper_touch_lag3,bb_mid_rejection_lag1,bb_mid_rejection_lag2,bb_mid_rejection_lag3,rsi_value_lag1,rsi_value_lag2,rsi_value_lag3,rsi_slope_lag1,rsi_slope_lag2,rsi_slope_lag3,rsi_overbought_lag1,rsi_overbought_lag2,rsi_overbought_lag3,body_size_lag1,body_size_lag2,body_size_lag3,upper_wick_lag1,upper_wick_lag2,upper_wick_lag3,lower_wick_lag1,lower_wick_lag2,lower_wick_lag3,wick_ratio_lag1,wick_ratio_lag2,wick_ratio_lag3,close_pos_in_candle_lag1,close_pos_in_candle_lag2,close_pos_in_candle_lag3,upper_rejection_lag1,upper_rejection_lag2,upper_rejection_lag3,lower_high_lag1,lower_high_lag2,lower_high_lag3,atr_norm_lag1,atr_norm_lag2,atr_norm_lag3,ema_50_slope_lag1,ema_50_slope_lag2,ema_50_slope_lag3,price_below_ema50_lag1,price_below_ema50_lag2,price_below_ema50_lag3,candle_vs_bb_lag1,candle_vs_bb_lag2,candle_vs_bb_lag3,body_vs_bb_lag1,body_vs_bb_lag2,body_vs_bb_lag3,RSI_slope_3,price_slope_3,upper_rejection_score,reversal_signal
2009-02-04 04:00:00,EURUSD,1.2976,1.3038,1.2973,1.3026,10246,1.268495,1.2858,1.303105,1.022708,0.985405,2.691732,57.837795,0,0.435459,-0.06,0.383848,0.716191,-3.76401,-0.485512,0.487399,0.0,0.146673,0,5,15,17.088899,3,0,0.0038532675708999875,0.0005049999999999777,1,0,3.5379450000000006,0,0.004999999999999893,0.0012000000000000899,0.000300000000000189,0.24000000000002308,0.8153846153846065,0,1,0.0071619100000000005,1.3232475193419972,-0.0008427558915102829,1,0.1878069921987913,0.14446691707598638,1.2976,1.3177,1.32,1.3039,1.3201,1.3257,1.3047,1.3243,1.3266,1.2954,1.3118,1.3149,11618.0,48611.0,40886.0,-0.015253851407755925,-0.001742424242424212,-0.004299615297578718,0.876832,0.771093,0.834574,2.511393,4.300452,4.170488,0.0039759999999999796,0.012821999999999889,0.008980999999999906,1.0,0.0,0.0,0.0,0.0,0.0,54.29985,57.871445,59.7465,-3.571595000000002,-1.8750549999999961,-4.8136750000000035,0.0,0.0,0.0,0.006299999999999972,0.0023999999999999577,0.005700000000000038,0.0007999999999999119,0.0041999999999999815,0.0008999999999999009,0.0021999999999999797,0.005900000000000016,0.0051000000000001044,0.12698412698411357,1.750000000000023,0.1578947368420868,0.23655913978494753,0.472000000000003,0.4358974358974432,0.0,0.0,0.0,1.0,1.0,1.0,0.00735722,0.008624739999999999,0.00854356,-0.001081235723816576,-0.0003049596309112612,-0.0002235294117647335,1.0,1.0,1.0,0.2880862400099071,0.2231584960902623,0.21550136300007444,0.19515519484542296,0.04284643124932976,0.1049878435128571,-5.446649999999998,-0.022399999999999975,0.12698412698411357,1
2009-02-04 08:00:00,EURUSD,1.3026,1.3069,1.2921,1.2947,34207,1.268398,1.285935,1.303472,1.018687,0.749899,2.727522,51.105778,0,1.398605,-0.329114,-0.61018,0.750744,-3.762416,0.383848,0.435459,0.0,-0.400832,0,4,16,16.582992,1,1,-0.006064793489943154,0.008772000000000002,1,0,-6.732016999999999,0,0.007900000000000018,0.0042999999999999705,0.0025999999999999357,0.5443037974683494,0.17567567567567222,0,0,0.00750744,1.322128008779566,-0.001119510562431314,1,0.4219649883104266,0.2252380680846213,1.3026,1.2976,1.3177,1.2976,1.3039,1.3201,1.3038,1.3047,1.3243,1.2973,1.2954,1.3118,10246.0,11618.0,48611.0,0.0038532675708999875,-0.015253851407755925,-0.001742424242424212,0.985405,0.876832,0.771093,2.691732,2.511393,4.300452,0.0005049999999999777,0.0039759999999999796,0.012821999999999889,1.0,1.0,0.0,0.0,0.0,0.0,57.837795,54.29985,57.871445,3.5379450000000006,-3.571595000000002,-1.8750549999999961,0.0,0.0,0.0,0.004999999999999893,0.006299999999999972,0.0023999999999999577,0.0012000000000000899,0.0007999999999999119,0.0041999999999999815,0.000300000000000189,0.0021999999999999797,0.005900000000000016,0.24000000000002308,0.12698412698411357,1.750000000000023,0.8153846153846065,0.23655913978494753,0.472000000000003,0.0,0.0,0.0,1.0,1.0,1.0,0.0071619100000000005,0.00735722,0.008624739999999999,-0.0008427558915102829,-0.001081235723816576,-0.0003049596309112612,1.0,1.0,1.0,0.1878069921987913,0.2880862400099071,0.2231584960902623,0.14446691707598638,0.19515519484542296,0.04284643124932976,-0.03365000000000151,-0.015100000000000113,0.24000000000002308,1
2009-02-16 16:00:00,EURUSD,1.2793,1.2825,1.2762,1.2771,3983,1.274111,1.28531,1.296509,1.00164,0.133452,1.742629,41.032471,0,0.833761,-0.409091,-0.172265,0.629116,-2.337053,0.211036,0.709334,-0.007816,0.172684,0,8,1,15.433404,1,0,-0.0135938827527613,0.01940900000000001,0,0,-10.073307,0,0.002200000000000202,0.0031999999999998696,0.0008999999999999009,1.4545454545452619,0.14285714285712775,1,1,0.0062911600000000005,1.3203622045137007,-0.0017658042658652562,1,0.28127511384945064,0.09822305562997632,1.2947,1.3026,1.2976,1.3026,1.2976,1.3039,1.3069,1.3038,1.3047,1.2921,1.2973,1.2954,34207.0,10246.0,11618.0,-0.006064793489943154,0.0038532675708999875,-0.015253851407755925,0.749899,0.985405,0.876832,2.727522,2.691732,2.511393,0.008772000000000002,0.0005049999999999777,0.0039759999999999796,1.0,1.0,1.0,0.0,0.0,0.0,51.105778,57.837795,54.29985,-6.732016999999999,3.5379450000000006,-3.571595000000002,0.0,0.0,0.0,0.007900000000000018,0.004999999999999893,0.006299999999999972,0.0042999999999999705,0.0012000000000000899,0.0007999999999999119,0.0025999999999999357,0.000300000000000189,0.0021999999999999797,0.5443037974683494,0.24000000000002308,0.12698412698411357,0.17567567567567222,0.8153846153846065,0.23655913978494753,0.0,0.0,0.0,0.0,1.0,1.0,0.00750744,0.0071619100000000005,0.00735722,-0.001119510562431314,-0.0008427558915102829,-0.001081235723816576,1.0,1.0,1.0,0.4219649883104266,0.1878069921987913,0.2880862400099071,0.2252380680846213,0.14446691707598638,0.19515519484542296,-3.1940719999999985,-0.0029000000000001247,0.5443037974683494,1
2009-02-16 20:00:00,EURUSD,1.2772,1.2812,1.276,1.2799,1583,1.274184,1.284515,1.294846,1.001426,0.276651,1.608602,44.43547,0,0.355738,-0.444444,0.210954,0.611921,-2.288655,-0.172265,0.833761,0.00783,-0.015672,0,8,2,15.618408,2,0,0.0021924673087465596,0.014945999999999904,0,0,3.402999000000001,0,0.0027000000000001467,0.0012999999999998568,0.0011999999999998678,0.4814814814814023,0.7500000000000213,0,1,0.006119210000000001,1.3187754513955163,-0.0015867531181843475,1,0.2516697318749338,0.13067466847353365,1.2771,1.2947,1.3026,1.2793,1.3026,1.2976,1.2825,1.3069,1.3038,1.2762,1.2921,1.2973,3983.0,34207.0,10246.0,-0.0135938827527613,-0.006064793489943154,0.0038532675708999875,0.133452,0.749899,0.985405,1.742629,2.727522,2.691732,0.01940900000000001,0.008772000000000002,0.0005049999999999777,0.0,1.0,1.0,0.0,0.0,0.0,41.032471,51.105778,57.837795,-10.073307,-6.732016999999999,3.5379450000000006,0.0,0.0,0.0,0.002200000000000202,0.007900000000000018,0.004999999999999893,0.0031999999999998696,0.0042999999999999705,0.0012000000000000899,0.0008999999999999009,0.0025999999999999357,0.000300000000000189,1.4545454545452619,0.5443037974683494,0.24000000000002308,0.14285714285712775,0.17567567567567222,0.8153846153846065,1.0,0.0,0.0,1.0,0.0,1.0,0.0062911600000000005,0.00750744,0.0071619100000000005,-0.0017658042658652562,-0.001119510562431314,-0.0008427558915102829,1.0,1.0,1.0,0.28127511384945064,0.4219649883104266,0.1878069921987913,0.09822305562997632,0.2252380680846213,0.14446691707598638,-16.805324,-0.025500000000000078,0.0,0
2009-02-17 00:00:00,EURUSD,1.2801,1.2806,1.2658,1.2667,2960,1.27067,1.28357,1.29647,0.996167,-0.153887,2.009985,34.366504,0,0.708515,-0.067164,-1.057867,0.65759,-2.284045,0.210954,0.355738,0.015626,-0.799373,0,9,0,14.739086,3,1,-0.010313305727009947,0.029770000000000074,0,0,-10.068966000000003,0,0.013400000000000079,0.0004999999999999449,0.0008999999999999009,0.03731343283581657,0.06081081081080442,0,1,0.0065759,1.3167332768309863,-0.0020421745645300415,1,0.5736434108527092,0.5193798449612425,1.2799,1.2771,1.2947,1.2772,1.2793,1.3026,1.2812,1.2825,1.3069,1.276,1.2762,1.2921,1583.0,3983.0,34207.0,0.0021924673087465596,-0.0135938827527613,-0.006064793489943154,0.276651,0.133452,0.749899,1.608602,1.742629,2.727522,0.014945999999999904,0.01940900000000001,0.008772000000000002,0.0,0.0,1.0,0.0,0.0,0.0,44.43547,41.032471,51.105778,3.402999000000001,-10.073307,-6.732016999999999,0.0,0.0,0.0,0.0027000000000001467,0.002200000000000202,0.007900000000000018,0.0012999999999998568,0.0031999999999998696,0.0042999999999999705,0.0011999999999998678,0.0008999999999999009,0.0025999999999999357,0.4814814814814023,1.4545454545452619,0.5443037974683494,0.7500000000000213,0.14285714285712775,0.17567567567567222,0.0,1.0,0.0,1.0,1.0,0.0,0.006119210000000001,0.0062911600000000005,0.00750744,-0.0015867531181843475,-0.0017658042658652562,-0.001119510562431314,1.0,1.0,1.0,0.2516697318749338,0.28127511384945064,0.4219649883104266,0.13067466847353365,0.09822305562997632,0.2252380680846213,-6.670307999999999,-0.014799999999999924,0.0,0
2009-02-23 08:00:00,EURUSD,1.2893,1.2991,1.2842,1.2873,4541,1.243583,1.267065,1.290547,1.032661,0.930871,3.706441,63.731081,0,1.143627,-1.55,-0.155364,0.748671,-2.057523,-0.147355,0.629876,-0.007756,-0.248563,0,0,22,16.103472,1,0,0.016262729928159914,0.003247,1,0,29.364577000000004,0,0.0019999999999997797,0.009800000000000031,0.0031000000000001027,4.9000000000005555,0.2080536912751759,1,0,0.00748671,1.3155790306807515,-0.001154246150234739,1,0.31726428753939,0.04258581040796737,1.2667,1.2799,1.2771,1.2801,1.2772,1.2793,1.2806,1.2812,1.2825,1.2658,1.276,1.2762,2960.0,1583.0,3983.0,-0.010313305727009947,0.0021924673087465596,-0.0135938827527613,-0.153887,0.276651,0.133452,2.009985,1.608602,1.742629,0.029770000000000074,0.014945999999999904,0.01940900000000001,0.0,0.0,0.0,0.0,0.0,0.0,34.366504,44.43547,41.032471,-10.068966000000003,3.402999000000001,-10.073307,0.0,0.0,0.0,0.013400000000000079,0.0027000000000001467,0.002200000000000202,0.0004999999999999449,0.0012999999999998568,0.0031999999999998696,0.0008999999999999009,0.0011999999999998678,0.0008999999999999009,0.03731343283581657,0.4814814814814023,1.4545454545452619,0.06081081081080442,0.7500000000000213,0.14285714285712775,0.0,0.0,1.0,1.0,1.0,1.0,0.0065759,0.006119210000000001,0.0062911600000000005,-0.0020421745645300415,-0.0015867531181843475,-0.0017658042658652562,1.0,1.0,1.0,0.5736434108527092,0.2516697318749338,0.28127511384945064,0.5193798449612425,0.13067466847353365,0.09822305562997632,-6.665967000000002,-0.010399999999999965,0.0,0
2009-02-23 12:00:00,EURUSD,1.2872,1.2886,1.2779,1.2819,4722,1.244225,1.268225,1.292225,1.027065,0.784891,3.784881,58.050511,0,1.151609,-0.754717,-0.413449,0.757745,-2.052344,-0.155364,1.143627,-0.007768,-0.490578,0,0,23,15.750059,1,1,-0.004194826380797045,0.010324999999999918,0,0,-5.680570000000003,0,0.00529999999999986,0.0014000000000000679,0.0040000000000000036,0.2641509433962462,0.3738317757009373,0,1,0.00757745,1.3142582843795456,-0.0013207463012059328,1,0.22291666666666504,0.11041666666666367,1.2873,1.2667,1.2799,1.2893,1.2801,1.2772,1.2991,1.2806,1.2812,1.2842,1.2658,1.276,4541.0,2960.0,1583.0,0.016262729928159914,-0.010313305727009947,0.0021924673087465596,0.930871,-0.153887,0.276651,3.706441,2.009985,1.608602,0.003247,0.029770000000000074,0.014945999999999904,1.0,0.0,0.0,0.0,0.0,0.0,63.731081,34.366504,44.43547,29.364577000000004,-10.068966000000003,3.402999000000001,0.0,0.0,0.0,0.0019999999999997797,0.013400000000000079,0.0027000000000001467,0.009800000000000031,0.0004999999999999449,0.0012999999999998568,0.0031000000000001027,0.0008999999999999009,0.0011999999999998678,4.9000000000005555,0.03731343283581657,0.4814814814814023,0.2080536912751759,0.06081081081080442,0.7500000000000213,1.0,0.0,0.0,0.0,1.0,1.0,0.00748671,0.0065759,0.006119210000000001,-0.001154246150234739,-0.0020421745645300415,-0.0015867531181843475,1.0,1.0,1.0,0.31726428753939,0.5736434108527092,0.2516697318749338,0.04258581040796737,0.5193798449612425,0.13067466847353365,19.295611,0.007400000000000073,4.9000000000005555,0
2009-03-19 20:00:00,EURUSD,1.3637,1.3682,1.3634,1.3667,2791,1.268092,1.32029,1.372488,1.075158,0.94456,7.906993,83.5806,0,0.706234,-0.1,0.219507,0.719745,1.155594,-0.021997,1.37094,-0.007332,0.066055,0,0,70,20.977537,2,0,0.06615180591309766,0.005787999999999904,0,0,25.530089000000004,1,0.0030000000000001137,0.0015000000000000568,0.00029999999999996696,0.5,0.6874999999999971,0,0,0.007197449999999999,1.3163148222470145,0.002056537867468844,0,0.04597877313307158,0.028736733208170002,1.2819,1.2873,1.2667,1.2872,1.2893,1.2801,1.2886,1.2991,1.2806,1.2779,1.2842,1.2658,4722.0,4541.0,2960.0,-0.004194826380797045,0.016262729928159914,-0.010313305727009947,0.784891,0.930871,-0.153887,3.784881,3.706441,2.009985,0.010324999999999918,0.003247,0.029770000000000074,0.0,1.0,0.0,0.0,0.0,0.0,58.050511,63.731081,34.366504,-5.680570000000003,29.364577000000004,-10.068966000000003,0.0,0.0,0.0,0.00529999999999986,0.0019999999999997797,0.013400000000000079,0.0014000000000000679,0.009800000000000031,0.0004999999999999449,0.0040000000000000036,0.0031000000000001027,0.0008999999999999009,0.2641509433962462,4.9000000000005555,0.03731343283581657,0.3738317757009373,0.2080536912751759,0.06081081081080442,0.0,1.0,0.0,1.0,0.0,1.0,0.00757745,0.00748671,0.0065759,-0.0013207463012059328,-0.001154246150234739,-0.0020421745645300415,1.0,1.0,1.0,0.22291666666666504,0.31726428753939,0.5736434108527092,0.11041666666666367,0.04258581040796737,0.5193798449612425,23.684007,0.015200000000000102,0.0,0
2009-03-20 00:00:00,EURUSD,1.3665,1.3676,1.3616,1.3616,1983,1.269124,1.32338,1.377636,1.072866,0.852218,8.199639,77.867879,0,0.520158,0.0,-0.359871,0.702314,1.276256,0.219507,0.706234,-0.014634,-0.132023,0,0,71,20.681551,3,1,-0.0037316163020414406,0.01603600000000016,0,0,-5.712721000000002,1,0.0049000000000001265,0.0010999999999998789,0.0,0.22448979591833682,0.0,0,1,0.00702314,1.318090711570661,0.0017758893236465845,0,0.05529342376879973,0.045156296077854235,1.3667,1.2819,1.2873,1.3637,1.2872,1.2893,1.3682,1.2886,1.2991,1.3634,1.2779,1.2842,2791.0,4722.0,4541.0,0.06615180591309766,-0.004194826380797045,0.016262729928159914,0.94456,0.784891,0.930871,7.906993,3.784881,3.706441,0.005787999999999904,0.010324999999999918,0.003247,0.0,0.0,1.0,0.0,0.0,0.0,83.5806,58.050511,63.731081,25.530089000000004,-5.680570000000003,29.364577000000004,1.0,0.0,0.0,0.0030000000000001137,0.00529999999999986,0.0019999999999997797,0.0015000000000000568,0.0014000000000000679,0.009800000000000031,0.00029999999999996696,0.0040000000000000036,0.0031000000000001027,0.5,0.2641509433962462,4.9000000000005555,0.6874999999999971,0.3738317757009373,0.2080536912751759,0.0,0.0,1.0,0.0,1.0,0.0,0.007197449999999999,0.00757745,0.00748671,0.002056537867468844,-0.0013207463012059328,-0.001154246150234739,0.0,1.0,1.0,0.04597877313307158,0.22291666666666504,0.31726428753939,0.028736733208170002,0.11041666666666367,0.04258581040796737,19.849519,0.07939999999999992,0.0,0
2009-03-27 04:00:00,EURUSD,1.35556,1.35835,1.35436,1.35781,4660,1.343917,1.35538,1.366843,1.007771,0.605989,1.691553,55.826853,1,0.605962,-0.533333,0.165708,0.564153,3.95116,0.208031,0.635618,-0.000738,0.162703,0,5,11,20.460153,3,0,-0.002783490011750822,0.009033000000000069,0,0,-22.041026000000002,0,0.0022499999999998632,0.0005399999999999849,0.0012000000000000899,0.2400000000000079,0.86466165413534,0,1,0.0056415300000000005,1.3196483307247528,0.001557619154091805,0,0.17403820989269553,0.09814184768384641,1.3616,1.3667,1.2819,1.3665,1.3637,1.2872,1.3676,1.3682,1.2886,1.3616,1.3634,1.2779,1983.0,2791.0,4722.0,-0.0037316163020414406,0.06615180591309766,-0.004194826380797045,0.852218,0.94456,0.784891,8.199639,7.906993,3.784881,0.01603600000000016,0.005787999999999904,0.010324999999999918,0.0,0.0,0.0,0.0,0.0,0.0,77.867879,83.5806,58.050511,-5.712721000000002,25.530089000000004,-5.680570000000003,1.0,1.0,0.0,0.0049000000000001265,0.0030000000000001137,0.00529999999999986,0.0010999999999998789,0.0015000000000000568,0.0014000000000000679,0.0,0.00029999999999996696,0.0040000000000000036,0.22448979591833682,0.5,0.2641509433962462,0.0,0.6874999999999971,0.3738317757009373,0.0,0.0,0.0,1.0,0.0,1.0,0.00702314,0.007197449999999999,0.00757745,0.0017758893236465845,0.002056537867468844,-0.0013207463012059328,0.0,0.0,1.0,0.05529342376879973,0.04597877313307158,0.22291666666666504,0.045156296077854235,0.028736733208170002,0.11041666666666367,19.817368000000002,0.07969999999999988,0.0,0
